,주소,상세주소,지역코드,대분류,중분류,소분류,콘텐츠ID,콘텐츠타입ID,등록일,행사 종료,행사 시작,firstimage,firstimage2,mapx,mapy,mlevel,수정일,조회수,시군구코드,전화번호,제목
79,대구광역시 북구 호암로 15,(칠성동2가),4,A02,A0207,A02070200,293149,15,20060410171319,20211107,20210910,http://tong.visitkorea.or.kr/cms/resource/29/2720429_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2720429_image2_1.jpg,128.5920987054,35.8834461788,6,20210609145556,41986,5,053-666-6000,대구국제오페라축제
80,대구광역시 중구 서성로13길 68-1,(시장북로),4,A02,A0207,A02070200,2551329,15,20180619155011,20210830,20210825,http://tong.visitkorea.or.kr/cms/resource/00/2729200_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2729200_image2_1.jpg,128.5834164502,35.8722139572,6,20210802103556,268,8,053-629-4424,대구단편영화제
81,대구광역시 북구 엑스코로 10,(산격동),4,A02,A0208,A02080500,1111968,15,20101015101507,20210829,20210827,http://tong.visitkorea.or.kr/cms/resource/16/2706816_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2706816_image2_1.jpg,128.6131378604,35.9070383402,6,20210222172730,5878,5,053-721-7432,대구패션페어 2021
82,온라인개최,,3,A02,A0208,A02081300,2713390,15,20210408112703,20210425,20210412,http://tong.visitkorea.or.kr/cms/resource/89/2713389_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2713389_image2_1.jpg,,,6,20210408112703,0,,070-4219-7498,대전 과학문화축제 '사이언스데이'
83,서울특별시 종로구 대학로8길 1,(동숭동),1,A02,A0207,A02070200,1717921,15,20120913100408,20210530,20210528,http://tong.visitkorea.or.kr/cms/resource/20/2718320_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2718320_image2_1.jpg,127.0023906561,37.5809974394,6,20210526102051,37956,23,02-741-4188,대학로 거리공연축제
84,서울특별시 서초구 강남대로 27 AT Center 제 2전시장,(양재동),1,A02,A0208,A02081300,2373224,15,20160316172145,20210606,20210603,http://tong.visitkorea.or.kr/cms/resource/33/2713633_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2713633_image2_1.jpg,127.0396016001,37.4672141004,6,20210412171238,46743,15,"02-802-7666, 7669",대한민국 국제요리&제과경연대회
85,부산광역시 수영구 광안해변로 219,(광안동),6,A02,A0207,A02070200,2019366,15,20150720133140,20210829,20210820,http://tong.visitkorea.or.kr/cms/resource/21/2553821_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2553821_image2_1.jpg,129.1185505648,35.1538269450,6,20210804153457,17368,12,051-760-1130,대한민국 국제해양레저위크(KIMA WEEK)
86,부산광역시 북구 낙동대로1570번길 33,(구포동),6,A02,A0207,A02070200,2550194,15,20180607170827,20211231,20210201,http://tong.visitkorea.or.kr/cms/resource/52/2703952_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/52/2703952_image2_1.png,128.9904660788,35.1972252740,6,20210408175303,3511,8,051-309-4944,대한민국 독서대전
87,서울특별시 강남구 영동대로 513,(삼성동),1,A02,A0207,A02070200,2730685,15,20210804091401,20211023,20211020,http://tong.visitkorea.or.kr/cms/resource/43/2730843_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2730843_image2_1.jpg,127.0594429796,37.5117148467,6,20210804130827,0,1,02-6404-0166,대한민국 목재산업 박람회(WOOD FAIR 2021)
88,충청남도 홍성군 홍북읍 충남대로 21,,34,A02,A0207,A02070200,2728867,15,20210730084744,20211017,20211015,http://tong.visitkorea.or.kr/cms/resource/62/2728862_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/62/2728862_image2_1.JPG,126.6729209113,36.6592982402,6,20210803174451,0,15,041)635-3812,대한민국 문화의 달 행사(충남)
89,강원도 고성군 간성읍 수성로 111,,32,A02,A0208,A02080600,1693819,15,20120816164848,20211017,20211008,http://tong.visitkorea.or.kr/cms/resource/18/2716118_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2716118_image2_1.jpg,128.4621589107,38.3751461302,6,20210520153925,7963,2,02-3434-7246,대한민국 산림문화박람회
90,서울특별시 서초구 남부순환로 2364,(서초동),1,A02,A0207,A02070200,607348,15,20080811133450,20210502,20210428,http://tong.visitkorea.or.kr/cms/resource/56/2597356_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2597356_image2_1.jpg,127.0088957592,37.4778984208,6,20210407170656,4819,15,02-580-3274,대한민국 전통연희축제
91,서울특별시 송파구 백제고분로 270,(삼전동),1,A02,A0207,A02070200,2657111,15,20200522145425,20210730,20210716,http://tong.visitkorea.or.kr/cms/resource/46/2726046_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/46/2726046_image2_1.png,127.0963010045,37.5022777168,6,20210716132522,0,18,070-7938-5480,대한민국 청년미술축제
92,서울특별시 양천구 목동서로 225,(목동),1,A02,A0207,A02070200,2558683,15,20180823143207,20210821,20210821,http://tong.visitkorea.or.kr/cms/resource/35/2724135_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2724135_image2_1.jpg,126.8707958384,37.5271541181,6,20210705095305,759,19,02-744-8066,대한민국무용대상
93,경상북도 안동시 축제장길 66,(안흥동),35,A02,A0208,A02080200,2715086,15,20210430094347,20210808,20210717,http://tong.visitkorea.or.kr/cms/resource/78/2723678_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2723678_image2_1.jpg,128.7251066358,36.5594329297,6,20210628174743,0,11,054-855-0039,대한민국연극제 in 안동·예천
94,서울특별시 서초구 강남대로 27,,1,A02,A0208,A02081300,2479634,15,20170207140641,20211114,20211112,http://tong.visitkorea.or.kr/cms/resource/53/2723753_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2723753_image2_1.jpg,127.0396016001,37.4672141004,6,20210629135155,9778,15,02-511-1540,대한민국향토식문화대전(&남북음식문화축제)
95,서울특별시 영등포구 여의대로 108,(여의도동),1,A02,A0208,A02081300,2714690,15,20210427154724,20210613,20210522,http://tong.visitkorea.or.kr/cms/resource/89/2714689_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/89/2714689_image2_1.png,126.9283267400,37.5259691729,6,20210518170502,0,20,070-7575-2351,더현대 플로깅
96,서울특별시 중구 세종대로 99,(정동),1,A02,A0208,A02080100,292961,15,20060126100026,20211231,20210101,http://tong.visitkorea.or.kr/cms/resource/24/495224_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/495224_image3_1.jpg,126.9761046145,37.5650460435,6,20210106160853,35451,24,다산콜센터 02-120,덕수궁 왕궁수문장교대의식
97,서울특별시 중구 세종대로 99,(정동),1,A02,A0208,A02080100,1301487,15,20110603142942,20210509,20210501,http://tong.visitkorea.or.kr/cms/resource/08/1965908_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1965908_image3_1.jpg,126.9749158128,37.5658042673,6,20210609132748,40043,24,02-2270-1244,덕수궁 풍류
98,서울특별시 도봉구 도봉로 552,(창동),1,A02,A0207,A02070200,2725188,15,20210712101001,20211002,20211002,http://tong.visitkorea.or.kr/cms/resource/86/2725186_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2725186_image2_1.jpg,127.0384686195,37.6541590259,6,20210712101001,0,10,02-905-4026,도봉옛길 문화제
99,서울특별시 도봉구 도봉로 552,(창동),1,A02,A0207,A02070200,2601242,15,20190509132339,20211009,20211009,http://tong.visitkorea.or.kr/cms/resource/81/2725681_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2725681_image2_1.jpg,127.0384686195,37.6541590259,6,20210714092434,4,10,02-905-4026,도봉한글잔치
100,강원도 양구군 양구읍 박수근로 366-24,(양구읍),32,A02,A0207,A02070200,572615,15,20080611145339,20210619,20210619,http://tong.visitkorea.or.kr/cms/resource/06/172106_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/172106_image2_1.jpg,127.9830220431,38.1042324178,6,20210527141655,18812,6,033-480-2229,도솔산지구 전투전승행사
101,강원도 영월군 영월읍 영월로 1909-10,,32,A02,A0207,A02070200,606549,15,20080808135249,20210919,20210716,http://tong.visitkorea.or.kr/cms/resource/73/2714073_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/73/2714073_image2_1.jpeg,128.4615147283,37.1819788343,6,20210810163908,27721,8,033-375-4554,동강국제사진제
102,전라남도 순천시 국가정원1호길 47,(오천동),38,A02,A0207,A02070200,2542885,15,20180412140103,20211120,20210514,http://tong.visitkorea.or.kr/cms/resource/46/2725246_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2725246_image2_1.jpg,126.7000664030,37.4476825423,6,20210713091749,5237,11,032-567-4075,동아시아문화도시 순천
103,서울특별시 마포구 양화로 161,(동교동),1,A02,A0208,A02081300,2709586,15,20210311110225,20210529,20210501,http://tong.visitkorea.or.kr/cms/resource/40/2717640_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/40/2717640_image2_1.png,126.9233374302,37.5569904785,,20210520101754,0,13,02-324-9137,리얼리티 러브 홀림픽
104,제주특별자치도 서귀포시 안덕면 일주서로2100번길 46,,39,A02,A0207,A02070200,2638733,15,20191127111224,20210214,20201125,http://tong.visitkorea.or.kr/cms/resource/32/2638732_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2638732_image2_1.jpg,126.2949957149,33.2548510403,6,20201125162631,0,3,064-794-0999,마노르블랑 동백스케치 동백꽃축제 2021
105,제주특별자치도 서귀포시 안덕면 일주서로2100번길 46,,39,A02,A0207,A02070200,2600763,15,20190503163044,20210831,20210412,http://tong.visitkorea.or.kr/cms/resource/19/2713619_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/2713619_image2_1.JPG,126.2930374799,33.2580867635,6,20210415144938,43,3,064-794-0999,마노르블랑 수국축제
106,강원도 인제군 북면 만해로 91,(북면),32,A02,A0207,A02070200,1685015,15,20120801162854,20211030,20210807,http://tong.visitkorea.or.kr/cms/resource/22/2502822_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2502822_image2_1.jpg,128.3166085986,38.1862375638,6,20210723160345,11593,10,033-461-1588,만해축전
107,강원도 강릉시 경강로2021번길 9-1,(명주동),32,A02,A0207,A02070200,2543724,15,20180419170725,20210815,20210811,http://tong.visitkorea.or.kr/cms/resource/20/2543720_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/20/2543720_image2_1.JPG,128.8897923899,37.7503881446,6,20210120145737,1999,1,033-823-3221,명주인형극제 2021
108,온라인 개최,,38,A02,A0207,A02070200,1302214,15,20110607135149,20210822,20210818,http://tong.visitkorea.or.kr/cms/resource/85/2016085_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/85/2016085_image2_1.JPG,126.5298267525,34.8601285157,6,20210804102621,119304,9,061-450-5114,무안연꽃축제
109,전라남도 무안군 해제면 용산길 140,(해제면),38,A02,A0207,A02070200,1953493,15,20141002132257,20210627,20210623,http://tong.visitkorea.or.kr/cms/resource/80/2715880_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2715880_image2_1.jpg,126.3319661146,35.1038921844,6,20210531154156,23167,9,061-450-5472,무안황토갯벌축제
110,경기도 수원시 팔달구 정조로 825,(남창동),31,A02,A0208,A02081300,1805914,15,20130419102826,20211231,20210302,http://tong.visitkorea.or.kr/cms/resource/62/1998262_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/1998262_image2_1.jpg,127.0134508573,37.2816684780,6,20210604164107,29752,13,수원시립공연단(031-267-1644),무예24기 시범공연
111,전라북도 무주군 무주읍 당산리 1118,,37,A02,A0208,A02081300,2642632,15,20200102161111,20210613,20210603,http://tong.visitkorea.or.kr/cms/resource/50/2714150_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2714150_image2_1.jpg,127.6615055635,36.0026741087,6,20210420113134,0,5,063-245-6400,무주산골영화제
112,경상북도 문경시 문경읍 문경대로 2426,,35,A02,A0207,A02070200,141181,15,20060619000000,20210724,20210522,http://tong.visitkorea.or.kr/cms/resource/21/2715521_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2715521_image2_1.jpg,128.0826336405,36.7420889505,6,20210526103117,68156,7,054-571-7677,문경달빛사랑여행
113,온라인개최,(서교동),1,A02,A0208,A02081300,2666774,15,20200810165701,20210505,20210425,http://tong.visitkorea.or.kr/cms/resource/78/2715178_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2715178_image2_1.jpg,126.9167298722,37.5508549625,6,20210503141920,0,13,찾아가는공연 운영사무국 (02-3443-2695),"문화로 토닥토닥 ""찾아가는 공연"""
114,경기도 용인시 기흥구 민속촌로 90,(보라동),31,A02,A0207,A02070200,2723725,15,20210629102442,20210822,20210703,http://tong.visitkorea.or.kr/cms/resource/07/2725107_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2725107_image2_1.jpg,127.1205723175,37.2594535228,6,20210709141913,0,23,031-288-0000,"물총부대, 더위와의 전쟁"
115,서울특별시 종로구 이화장길 26,(이화동),1,A02,A0208,A02080300,1394326,15,20110930145126,20211231,20210101,http://tong.visitkorea.or.kr/cms/resource/72/2489672_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2489672_image2_1.jpg,127.0039128630,37.5766424167,6,20210520170535,23319,23,070-8245-2602,뮤직드라마 당신만이
116,서울특별시 종로구 삼청로 30,,1,A02,A0208,A02081300,2563502,15,20181017150659,20211017,20211007,http://tong.visitkorea.or.kr/cms/resource/17/2725317_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2725317_image2_1.jpg,126.9800038741,37.5786500878,6,20210713113514,276,23,02-2098-2930,미술주간
117,인천광역시 미추홀구 주안로 95-19,(주안동),2,A02,A0207,A02070200,2577692,15,20181213140645,20210131,20201205,http://tong.visitkorea.or.kr/cms/resource/89/2684189_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2684189_image2_1.jpg,126.6806176942,37.4650357377,6,20201125163513,4,3,"032)899-7423, 032)899-7424",미추홀 윈터마켓 (Winter Market) 2020
118,경상남도 밀양시 내일중앙2길 19,(내일동),36,A02,A0208,A02081300,2713941,15,20210416152004,20211024,20210410,http://tong.visitkorea.or.kr/cms/resource/37/2713937_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/37/2713937_image2_1.JPG,128.7532369100,35.4970344470,6,20210416152004,0,7,"055)354-3767, 351-3767",밀양 무형문화재 주말 상설공연
119,충청남도 공주시 고마나루길 90,(웅진동),34,A02,A0207,A02070200,2722007,15,20210618154626,20210714,20210708,http://tong.visitkorea.or.kr/cms/resource/06/2722006_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2722006_image2_1.jpg,127.1075869625,36.4666363013,,20210618154626,0,1,,백제문화유산주간
120,충청남도 공주시 금벽로 368,(신관동),34,A02,A0207,A02070200,952988,15,20100219111036,20211003,20210925,http://tong.visitkorea.or.kr/cms/resource/91/2715991_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2715991_image2_1.jpg,127.1274545269,36.4702612354,6,20210512154949,171530,1,041-635-6980,백제문화제 「제67회 백제문화제」
121,세종특별자치시 전동면 신송로 217,,8,A02,A0207,A02070200,2650445,15,20200326153335,20210509,20210410,http://tong.visitkorea.or.kr/cms/resource/40/2650440_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2650440_image2_1.jpg,127.2095361586,36.6704147109,6,20210325181941,0,1,044)863-2220,베어트리파크 철쭉제
122,경기도 파주시 광탄면 부흥로 242,,31,A02,A0207,A02070200,2650459,15,20200326181123,20210505,20210407,http://tong.visitkorea.or.kr/cms/resource/99/2713099_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2713099_image2_1.jpg,126.8754543355,37.8005668228,6,20210402163310,0,27,031-957-2004,벽초지수목원 튤립축제
123,경기도 이천시 마장면 덕이로154번길 287-76,,31,A02,A0207,A02070200,2566760,15,20181119094127,20211231,20210101,http://tong.visitkorea.or.kr/cms/resource/56/2566756_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2566756_image2_1.jpg,127.3897540042,37.2412993636,6,20210106160040,419,26,031-645-0002,별빛정원우주 365일 별빛축제 2021
124,충청남도 금산군 군북면 자진뱅이길 39,,34,A02,A0207,A02070200,292843,15,20050401131453,20210418,20210410,http://tong.visitkorea.or.kr/cms/resource/58/2591358_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2591358_image2_1.jpg,127.5676115121,36.1943922555,6,20210402174045,34743,2,041-750-4147,보곡산골 산꽃여행
125,경상남도 남해군 남해읍 남해대로 2745,(남해읍),36,A02,A0207,A02070200,141578,15,20070228000000,20210628,20210624,http://tong.visitkorea.or.kr/cms/resource/12/2721212_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2721212_image2_1.jpg,127.8991571146,34.8319688358,6,20210615150116,42280,5,055-864-4515,보물섬 마늘&한우 축제
126,서울특별시 종로구 종로 54,(관철동),1,A02,A0208,A02081300,1914823,15,20140418154057,20211231,20210101,http://tong.visitkorea.or.kr/cms/resource/47/2487947_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2487947_image2_1.jpg,126.9835621340,37.5697984025,,20210520170726,38748,23,02-2133-2641,보신각 상설타종행사
127,온라인개최,,31,A02,A0207,A02070200,1035998,15,20100601150033,20210514,20210504,http://tong.visitkorea.or.kr/cms/resource/38/2597238_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2597238_image2_1.jpg,126.7659810559,37.5035799926,6,20210423132950,29439,11,032-325-1566,복사골예술제
128,경상북도 경주시 경감로 614,(천군동),35,A02,A0207,A02070200,2715165,15,20210503100815,20210509,20210501,,,129.2882640602,35.8298874643,6,20210507125437,0,2,054-748-3011,봄 패밀리 페스티벌
129,대구광역시 중구 대봉동 6-11,,4,A02,A0208,A02081300,2706563,15,20210218164454,20210227,20210227,http://tong.visitkorea.or.kr/cms/resource/62/2706562_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/62/2706562_image2_1.jpeg,128.6069813718,35.8603268485,6,20210218164454,0,8,053-255-5123,봄날愛 비긴어게인 2021
130,경상북도 봉화군 춘양면 춘양로 1501,,35,A02,A0207,A02070200,2667583,15,20200818141619,20210815,20210722,http://tong.visitkorea.or.kr/cms/resource/82/2667582_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2667582_image2_1.jpg,128.8299924699,37.0081780294,6,20210812174101,0,8,054-679-1000,봉자페스티벌
131,부산광역시 해운대구 APEC로 55,(우동),6,A02,A0208,A02081300,2530829,15,20180110101818,20210425,20210423,http://tong.visitkorea.or.kr/cms/resource/27/2530827_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2530827_image2_1.jpg,129.1363347095,35.1691116738,6,20210517154715,1122,16,051-740-8600,부산 국제보트쇼
132,비대면개최,(대저1동),6,A02,A0207,A02070200,2379385,15,20160421152813,20210430,20210401,http://tong.visitkorea.or.kr/cms/resource/18/2713018_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2713018_image2_1.jpg,128.9867798506,35.2132567428,6,20210517160835,73602,1,051-501-6051,부산 낙동강 유채꽃축제
133,부산광역시 해운대구 APEC로 55,,6,A02,A0207,A02070200,1813386,15,20130527104820,20210423,20210421,http://tong.visitkorea.or.kr/cms/resource/74/933674_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/933674_image3_1.jpg,129.1363347095,35.1691116738,6,20210810101759,7396,16,051-740-7821,부산 마이스페스티벌
134,부산광역시 해운대구 센텀중앙로 97,(재송동),6,A02,A0207,A02070200,2728601,15,20210729110220,20210827,20210825,http://tong.visitkorea.or.kr/cms/resource/93/2728593_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2728593_image2_1.jpg,129.1245494579,35.1751552233,6,20210729110220,0,16,051-623-5539,부산국제광고제(AD STARS)
135,부산광역시 해운대구 수영강변대로 120,(우동),6,A02,A0207,A02070200,141844,15,20070508000000,20210426,20210421,http://tong.visitkorea.or.kr/cms/resource/63/2713763_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2713763_image2_1.jpg,129.1269826847,35.1713084771,6,20210415144302,6430,16,051-742-9600,부산국제단편영화제
136,부산광역시 해운대구 달맞이길62번길 47,,6,A02,A0207,A02070200,142099,15,20070713000000,20210607,20210604,http://tong.visitkorea.or.kr/cms/resource/84/2597984_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/84/2597984_image2_1.JPG,129.1723763250,35.1580163619,6,20210601172457,28358,16,051-868-7881~2,부산국제무용제
137,부산광역시 해운대구 APEC로 55,(우동),6,A02,A0208,A02080600,1125485,15,20101109110005,20210626,20210623,http://tong.visitkorea.or.kr/cms/resource/11/2718911_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2718911_image2_1.jpg,129.1356514414,35.1689089062,6,20210531162857,10474,16,02-588-2489,부산국제식품대전
138,부산광역시 해운대구 수영강변대로 120,(우동),6,A02,A0207,A02070200,1827697,15,20130712130212,20210712,20210705,http://tong.visitkorea.or.kr/cms/resource/50/2714250_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2714250_image2_1.jpg,129.1270688034,35.1707752050,6,20210422113918,5061,16,051-743-7652,부산국제어린이청소년영화제
139,부산광역시 해운대구 수영강변대로 120,(우동),6,A02,A0207,A02070200,623476,15,20080912100007,20211015,20211006,http://tong.visitkorea.or.kr/cms/resource/27/1730227_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/1730227_image3_1.jpg,129.1270576924,35.1707946470,6,20210422142657,39092,16,1688-3010,부산국제영화제
140,부산광역시 해운대구 APEC로 55,(우동),6,A02,A0208,A02080600,1818794,15,20130612131211,20210620,20210617,,,129.1359569660,35.1690700054,6,20210614174227,10313,16,051-740-7705~7,부산국제차공예박람회
141,부산광역시 해운대구 APEC로 55,(우동),6,A02,A0208,A02080600,2714058,15,20210419150949,20210620,20210617,http://tong.visitkorea.or.kr/cms/resource/42/2714542_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/42/2714542_image2_1.jpeg,129.1363402640,35.1691366711,6,20210707114143,0,16,02-2262-7165,부산디자인위크
142,부산광역시 연제구 중앙대로 1217,(거제동),6,A02,A0207,A02070200,2557249,15,20180813163123,20210915,20210901,http://tong.visitkorea.or.kr/cms/resource/39/2727439_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2727439_image2_1.jpg,129.0624154826,35.1931103961,6,20210802092749,841,13,051-505-2030,부산스토리텔링 축제 [우리동네 문화유산_수영]
143,부산광역시 중구 용두산길 37-55,(광복동2가),6,A02,A0207,A02070200,2438928,15,20161109173826,20210523,20210521,http://tong.visitkorea.or.kr/cms/resource/05/2714905_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/05/2714905_image2_1.png,129.0324650517,35.1009757174,6,20210429134623,9802,15,051-501-6051,부산원도심골목길축제
144,온라인개최,,6,A02,A0207,A02070200,2390168,15,20160627153319,20210509,20210506,http://tong.visitkorea.or.kr/cms/resource/24/2565724_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/24/2565724_image2_1.JPG,129.0039806357,35.2313022594,6,20210415160830,176358,8,051-780-4144,부산원아시아페스티벌
145,부산광역시 해운대구 APEC로 55,(우동),6,A02,A0208,A02080600,1799537,15,20130314101630,20210626,20210623,http://tong.visitkorea.or.kr/cms/resource/94/2718894_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2718894_image2_1.jpg,129.1359569660,35.1690700054,6,20210531142818,22208,16,02-588-2489,부산커피쇼
146,부산광역시 해운대구 구남로18번길 24,(우동),6,A02,A0207,A02070200,2719122,15,20210601175646,20210704,20210702,http://tong.visitkorea.or.kr/cms/resource/36/2719036_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2719036_image2_1.jpg,129.1588135087,35.1619128962,,20210607134700,0,16,051-710-6948,부산푸드필름페스타
147,부산 동구 초량동 1185-47,(초량동),6,A02,A0207,A02070200,1007868,15,20100426134739,20210620,20210619,http://tong.visitkorea.or.kr/cms/resource/58/2719758_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2719758_image2_1.jpg,129.0510436637,35.1129969360,6,20210604093535,77647,5,051-501-6051,부산항축제
148,전라북도 부안군 부안읍 예술회관길 11,,37,A02,A0207,A02070200,1560363,15,20120228113446,20210630,20210501,http://tong.visitkorea.or.kr/cms/resource/57/2646257_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/57/2646257_image2_1.JPG,126.7255045187,35.7243617115,6,20210506152437,62205,6,063-580-4777,부안 마실축제
149,온라인개최,,34,A02,A0207,A02070200,2540959,15,20180328135952,20210905,20210902,http://tong.visitkorea.or.kr/cms/resource/90/2732290_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2732290_image2_1.jpg,,,,20210811143627,1976,6,041-830-2648,부여문화재야행
150,온라인개최,,31,A02,A0207,A02070200,589386,15,20080718101615,20210912,20210904,,,126.7424497412,37.5081512657,6,20210423095330,61272,11,032-310-3071,부천국제만화축제
151,경기도 부천시 길주로 210,(중동),31,A02,A0207,A02070200,142086,15,20070712000000,20210718,20210708,http://tong.visitkorea.or.kr/cms/resource/37/2722037_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2722037_image2_1.jpg,126.7660143844,37.5036438746,6,20210621101255,32069,11,032-327-6313,부천국제판타스틱영화제
152,경기도 부천시 장말로 107,(상동),31,A02,A0207,A02070200,2614475,15,20190807135453,20210831,20210820,http://tong.visitkorea.or.kr/cms/resource/19/2726619_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2726619_image2_1.jpg,126.7542268168,37.4948363559,6,20210721093822,0,11,032-320-6380~6,부천생활문화페스티벌 <다락>
153,서울특별시 종로구 계동길 37,(계동),1,A02,A0207,A02070200,1199535,15,20110209140921,20210223,20210223,http://tong.visitkorea.or.kr/cms/resource/04/2590104_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/04/2590104_image2_1.JPG,126.9863810591,37.5790640424,6,20210223133354,22131,23,02-741-1033,북촌한옥마을 계동마님댁 대보름 달맞이 2021
154,서울특별시 송파구 올림픽로 424,,1,A02,A0207,A02070200,1355818,15,20110809091922,20210627,20210626,http://tong.visitkorea.or.kr/cms/resource/11/2722111_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2722111_image2_1.jpg,127.1224425827,37.5194456386,6,20210621135321,47535,18,고객문의: mintpaper@mpmg.co.kr,뷰티풀 민트 라이프
155,서울특별시 서초구 남부순환로 2406,(서초동),1,A02,A0207,A02070200,2730186,15,20210803150154,20210905,20210902,http://tong.visitkorea.or.kr/cms/resource/25/2730125_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2730125_image2_1.jpg,127.0107566806,37.4785900399,6,20210803150251,0,15,070-8656-3303,브리즈 아트페어
156,서울특별시 강남구 남부순환로 3104,(대치동),1,A02,A0207,A02070200,2658426,15,20200604103329,20210711,20210709,http://tong.visitkorea.or.kr/cms/resource/23/2658423_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2658423_image2_1.jpg,127.0719811806,37.4957363721,6,20210723133131,0,1,02-2223-1853,비건페스타
157,온라인개최,(죽동),38,A02,A0207,A02070200,1828270,15,20130716114057,20210905,20210903,http://tong.visitkorea.or.kr/cms/resource/87/2670487_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2670487_image2_1.jpg,126.3830691873,34.7900701064,6,20210716174128,21780,8,061-243-9786,비대면 온라인 축제 MIMAF 목포세계마당페스티벌
